UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
3396,3,301.4,310.5,1647,33.3,85,0,No Failure
3397,1,301.4,310.6,1459,35,87,0,No Failure
3398,3,301.4,310.6,1648,30.7,90,0,No Failure
3399,3,301.4,310.7,1675,30.7,92,0,No Failure
3400,3,301.4,310.7,1605,34.2,94,0,No Failure
3401,2,301.4,310.7,1536,44.4,96,0,No Failure
3402,1,301.4,310.7,1617,34.3,101,0,No Failure
3403,3,301.4,310.6,1347,53.3,104,0,No Failure
3404,3,301.3,310.5,1337,52.7,106,0,No Failure
3405,3,301.3,310.4,1695,30.9,108,0,No Failure
3406,1,301.3,310.4,1635,32.5,110,0,No Failure
3407,3,301.2,310.4,1470,44,113,0,No Failure
3408,3,301.2,310.4,1381,49.8,115,0,No Failure
3409,1,301.2,310.4,1382,41.6,117,0,No Failure
3410,1,301.2,310.4,1697,30,120,0,No Failure
3411,3,301.2,310.3,1451,39.7,123,0,No Failure
3412,3,301.3,310.3,1419,55.7,125,0,No Failure
3413,3,301.3,310.3,1313,55.6,127,0,No Failure
3414,3,301.3,310.3,1560,36.3,129,0,No Failure
3415,3,301.3,310.3,1555,41.2,131,0,No Failure
3416,3,301.4,310.4,1579,36.9,133,0,No Failure
3417,3,301.5,310.5,1435,44.6,135,0,No Failure
3418,3,301.6,310.6,1621,33.7,137,0,No Failure
3419,2,301.6,310.6,1555,40.4,139,0,No Failure
3420,3,301.5,310.5,1611,33.8,144,0,No Failure
3421,3,301.6,310.6,1834,23.5,146,0,No Failure
3422,1,301.5,310.5,1612,29.8,148,0,No Failure
3423,3,301.5,310.4,1629,34.1,151,0,No Failure
3424,3,301.4,310.4,1496,35.2,153,0,No Failure
3425,3,301.5,310.5,1593,32.9,155,0,No Failure
3426,1,301.5,310.5,1623,33.5,157,0,No Failure
3427,3,301.5,310.5,1380,48.7,160,0,No Failure
3428,3,301.6,310.6,1562,34.4,162,0,No Failure
3429,3,301.6,310.6,1391,49.4,164,0,No Failure
3430,2,301.5,310.5,1551,34.3,166,0,No Failure
3431,2,301.6,310.6,1821,26.2,171,0,No Failure
3432,3,301.6,310.7,1429,43.6,176,0,No Failure
3433,1,301.6,310.7,2012,20.7,178,0,No Failure
3434,1,301.6,310.6,1924,23.6,181,0,No Failure
3435,1,301.5,310.5,1412,44.1,184,0,No Failure
3436,3,301.5,310.5,1389,54.9,187,0,No Failure
3437,3,301.5,310.5,1466,48.1,189,0,No Failure
3438,3,301.5,310.5,2297,15.8,191,0,No Failure
3439,3,301.4,310.4,1471,37.5,193,0,No Failure
3440,3,301.4,310.3,1492,41.4,195,0,No Failure
3441,3,301.3,310.3,1460,41.5,197,0,No Failure
3442,3,301.4,310.4,1559,39.4,199,0,No Failure
3443,1,301.4,310.5,1495,52.5,201,0,No Failure
3444,3,301.5,310.5,1535,39,204,0,No Failure
3445,3,301.5,310.6,1381,50.7,206,0,No Failure
3446,1,301.6,310.6,1599,36.1,208,0,No Failure
3447,2,301.6,310.6,1400,49.5,211,0,No Failure
3448,3,301.7,310.6,1624,34.5,216,0,No Failure
3449,3,301.6,310.6,1478,36.6,218,0,No Failure
3450,3,301.7,310.7,1605,33.3,220,0,No Failure
3451,3,301.6,310.6,1506,43.4,222,0,No Failure
3452,3,301.6,310.6,1455,43.9,0,0,No Failure
3453,2,301.6,310.5,1602,32.3,2,0,Random Failures
3454,3,301.5,310.4,1425,54.4,7,0,No Failure
3455,3,301.5,310.4,1918,21.8,9,0,No Failure
3456,2,301.4,310.3,1611,41.5,11,0,No Failure
3457,2,301.4,310.4,1610,38.6,16,0,No Failure
3458,1,301.5,310.4,2639,12,21,1,Power Failure
3459,3,301.5,310.4,1329,46.6,24,0,No Failure
3460,3,301.5,310.4,1270,54.2,26,0,No Failure
3461,3,301.5,310.3,1415,41.6,28,0,No Failure
3462,2,301.6,310.4,1330,49.5,30,0,No Failure
3463,2,301.6,310.5,1786,27.1,35,0,No Failure
3464,3,301.6,310.5,1809,25.5,40,0,No Failure
3465,3,301.7,310.6,1303,59.7,42,0,No Failure
3466,1,301.8,310.7,1383,45.7,44,0,No Failure
3467,3,301.7,310.6,1447,56.9,47,0,No Failure
3468,3,301.8,310.7,1461,44.2,49,0,No Failure
3469,3,301.8,310.7,2092,18.6,51,0,No Failure
3470,1,301.8,310.7,1429,47.9,53,0,No Failure
3471,3,301.8,310.8,1736,26.5,56,0,No Failure
3472,3,301.8,310.7,1441,49.3,58,0,No Failure
3473,3,301.8,310.7,1523,43.3,60,0,No Failure
3474,1,301.8,310.8,1691,33.4,62,0,No Failure
3475,1,301.9,310.8,1557,35.3,65,0,No Failure
3476,3,301.8,310.7,1644,33.4,68,0,No Failure
3477,3,301.8,310.6,1522,43.8,70,0,No Failure
3478,3,301.8,310.7,1547,41.7,72,0,No Failure
3479,3,301.8,310.7,1597,30.8,74,0,No Failure
3480,1,301.8,310.8,1619,31,76,0,No Failure
3481,3,301.9,310.8,1400,58.2,79,0,No Failure
3482,3,302,310.9,1663,31.5,81,0,No Failure
3483,3,301.9,310.8,1540,37.6,83,0,No Failure
3484,2,301.9,310.8,1455,42.7,85,0,No Failure
3485,3,301.9,310.8,1519,39,90,0,No Failure
3486,3,301.9,310.8,1427,47.7,92,0,No Failure
3487,3,301.9,310.8,1650,29.8,94,0,No Failure
3488,1,301.8,310.8,1508,38.8,96,0,No Failure
3489,3,301.9,310.9,1379,54.8,99,0,No Failure
3490,3,301.9,310.9,1542,36.7,101,0,No Failure
3491,1,301.9,310.9,1763,28.4,103,0,No Failure
3492,2,301.9,310.9,1590,34.3,106,0,No Failure
3493,2,301.9,311,1336,63.6,111,0,No Failure
3494,1,301.9,311,1638,35.4,116,0,No Failure
3495,3,301.9,311,1356,45.7,119,0,No Failure
3496,1,301.9,311,1384,47.4,121,0,No Failure
3497,3,301.9,310.9,1309,48,124,0,No Failure
3498,3,301.9,311,1642,33.1,126,0,No Failure
3499,3,301.9,311,1289,54.9,128,0,No Failure
3500,3,301.9,311,1353,43.8,130,0,No Failure
3501,2,301.9,311,1871,26,132,0,No Failure
3502,2,301.9,311,1291,63.6,137,0,No Failure
3503,1,301.8,310.9,1346,44.6,142,0,No Failure
3504,3,301.7,310.8,1493,47.6,145,0,No Failure
3505,1,301.7,310.8,1524,41.3,147,0,No Failure
3506,3,301.6,310.8,1726,26.7,150,0,No Failure
3507,2,301.6,310.8,1435,47.2,152,0,No Failure
3508,1,301.7,310.8,1502,34.4,157,0,No Failure
3509,3,301.7,310.9,1608,33,160,0,No Failure
3510,3,301.8,311,1771,27.2,162,0,No Failure
3511,3,301.7,311,1474,42.6,164,0,No Failure
3512,3,301.8,311,1322,53,166,0,No Failure
3513,1,301.8,311,1393,49.5,168,0,No Failure
3514,1,301.9,311.1,1417,52.5,171,0,No Failure
3515,2,301.9,311,1430,49.8,174,0,No Failure
3516,1,301.9,311.1,1605,40,179,0,No Failure
3517,3,302,311.1,1402,47.8,182,0,No Failure
3518,3,302,311,1550,35.2,184,0,No Failure
3519,3,301.9,311,1376,44.9,186,0,No Failure
3520,1,301.9,310.9,1569,32.5,188,0,No Failure
3521,3,301.9,311,1669,32.2,191,0,No Failure
3522,3,301.9,311,1541,38.9,193,0,No Failure
3523,3,301.8,311,1651,32.5,195,0,No Failure
3524,3,301.8,310.9,1521,39.3,197,0,No Failure
3525,1,301.8,310.8,1365,48.2,199,0,No Failure
3526,3,301.8,310.9,1609,31.7,202,0,No Failure
3527,2,301.8,310.8,1470,37.6,204,0,No Failure
3528,1,301.9,310.9,1573,38.9,209,0,No Failure
3529,3,302,310.9,1378,53.1,212,1,Overstrain Failure
3530,3,301.9,310.9,1567,39,214,1,Tool Wear Failure
3531,1,301.9,310.9,1441,43.7,0,0,No Failure
3532,1,301.9,310.9,1641,33.2,3,0,No Failure
3533,3,301.9,310.9,1486,40.3,6,0,No Failure
3534,3,302,311,1563,36.2,8,0,No Failure
3535,1,302,311.1,1769,26,10,0,No Failure
3536,2,301.9,311,1672,29.9,13,0,No Failure
3537,3,302,311,1632,34.2,18,0,No Failure
3538,1,302,311,1980,21.5,20,0,No Failure
3539,3,302,311.1,1635,36,23,0,No Failure
3540,3,302,311,1686,32.5,25,0,No Failure
3541,3,301.9,310.9,1574,31.4,27,0,No Failure
3542,3,301.8,310.8,1546,43.4,29,0,No Failure
3543,3,301.8,310.9,1899,24.7,31,0,No Failure
3544,3,301.8,310.9,1449,36.5,33,0,No Failure
3545,1,301.9,310.9,1483,37,35,0,No Failure
3546,3,301.8,310.8,1576,38.6,38,0,No Failure
3547,1,301.9,310.9,1317,51.9,40,0,No Failure
3548,1,301.9,311,1467,48.1,43,0,No Failure
3549,3,301.9,310.9,1616,34.5,46,0,No Failure
3550,1,301.8,310.9,1299,60.4,48,0,No Failure
3551,1,301.9,311,1432,41.5,51,0,No Failure
3552,3,301.9,310.9,1799,24.2,54,0,No Failure
3553,1,301.8,310.9,1358,52.3,56,0,No Failure
3554,1,301.8,310.8,1618,37.8,59,0,No Failure
3555,3,301.9,310.8,1525,43.2,62,0,No Failure
3556,3,301.8,310.7,1551,37.7,64,0,No Failure
3557,3,301.9,310.8,1735,31.5,66,0,No Failure
3558,1,301.8,310.7,1309,43.3,68,0,No Failure
3559,3,301.7,310.6,1743,26.2,71,0,No Failure
3560,1,301.7,310.7,1659,29.9,73,0,No Failure
3561,3,301.8,310.7,1680,32.4,76,0,No Failure
3562,3,301.7,310.6,1486,38.5,78,0,No Failure
3563,3,301.7,310.6,1471,43.8,80,0,No Failure
3564,1,301.8,310.7,1465,35.8,82,0,No Failure
3565,1,301.7,310.6,1492,42.2,85,0,No Failure
3566,1,301.8,310.7,1420,52,88,0,No Failure
3567,3,301.8,310.6,1295,62.3,91,0,No Failure
3568,3,301.8,310.5,1548,34.1,93,0,No Failure
3569,3,301.8,310.6,1372,54.7,95,0,No Failure
3570,1,301.8,310.6,1552,35.9,97,0,No Failure
3571,2,301.8,310.6,1441,46.3,100,0,No Failure
3572,1,301.7,310.6,1691,27.7,105,0,No Failure
3573,3,301.8,310.6,1451,50.7,108,0,No Failure
3574,3,301.8,310.6,1452,48.4,110,0,No Failure
3575,3,301.7,310.6,1406,46,112,0,No Failure
3576,3,301.7,310.5,1567,39.1,114,0,No Failure
3577,3,301.6,310.4,1599,41.7,116,0,No Failure
3578,1,301.6,310.4,1455,39,118,0,No Failure
3579,1,301.7,310.5,1625,35.9,121,0,No Failure
3580,3,301.8,310.6,2672,11.8,124,1,Power Failure
3581,3,301.8,310.6,1650,31.9,126,0,No Failure
3582,1,301.8,310.6,1459,40.2,128,0,No Failure
3583,3,301.8,310.6,1395,50.5,131,0,No Failure
3584,3,301.8,310.7,1751,29.3,133,0,No Failure
3585,3,301.8,310.6,1192,68.9,135,0,No Failure
3586,3,301.9,310.7,1947,25,137,0,No Failure
3587,3,301.8,310.5,1593,34.9,139,0,No Failure
3588,2,301.8,310.5,1478,38.6,141,0,No Failure
3589,1,301.7,310.6,1505,44.5,146,0,No Failure
3590,3,301.7,310.5,2465,13.7,149,0,No Failure
3591,3,301.8,310.6,1403,46.8,151,0,No Failure
3592,1,301.7,310.5,1458,41.4,153,0,No Failure
3593,2,301.6,310.4,1369,45.4,156,0,No Failure
3594,1,301.6,310.4,1377,44.9,161,0,No Failure
3595,1,301.6,310.4,1452,45.7,164,0,No Failure
3596,3,301.6,310.4,1517,41.1,167,0,No Failure
3597,3,301.7,310.5,1354,50,169,0,No Failure
3598,1,301.7,310.5,1724,33,171,0,No Failure
3599,3,301.7,310.5,1399,53.2,174,0,No Failure
3600,2,301.7,310.5,1388,50.5,176,0,No Failure
3601,3,301.7,310.5,1523,34.7,181,0,No Failure
3602,3,301.7,310.5,1377,43.1,183,0,No Failure
3603,1,301.7,310.6,1417,45.2,185,0,No Failure
3604,3,301.7,310.7,1542,40,188,0,No Failure
3605,3,301.8,310.8,1557,33.3,190,0,No Failure
3606,3,301.7,310.7,1641,31.9,192,0,No Failure
3607,3,301.7,310.7,1318,55,194,0,No Failure
3608,3,301.6,310.7,1638,33.8,196,0,No Failure
3609,1,301.7,310.8,1954,21.6,198,0,No Failure
3610,1,301.7,310.9,1644,32.5,201,0,No Failure
3611,1,301.7,310.8,1594,32.4,204,0,No Failure
3612,3,301.7,310.9,1405,46.4,207,1,Tool Wear Failure
3613,3,301.7,310.8,1622,37.8,0,0,No Failure
3614,3,301.7,310.9,1557,39.4,2,0,No Failure
3615,3,301.8,311,1606,33.3,4,0,No Failure
3616,1,301.8,311.1,1647,31.6,6,0,No Failure
3617,1,301.8,311.1,1413,42.2,9,0,No Failure
3618,3,301.8,311,1529,41.6,12,0,No Failure
3619,3,301.9,311.1,1448,46.3,14,0,No Failure
3620,3,301.9,311.2,1435,44.2,16,0,No Failure
3621,2,301.9,311.2,1474,41.8,18,0,No Failure
3622,3,301.9,311.2,1657,29.1,23,0,No Failure
3623,3,302,311.3,1509,39.9,25,0,No Failure
3624,1,302,311.3,1530,36.4,27,0,No Failure
3625,1,302,311.4,1587,35.9,30,0,No Failure
3626,1,302.1,311.4,1467,43.4,33,0,No Failure
3627,1,302.2,311.5,1360,53,36,0,No Failure
3628,3,302.2,311.5,1588,30.6,39,0,No Failure
3629,3,302.2,311.4,1609,32.1,41,0,No Failure
3630,3,302.1,311.3,1415,44.1,43,0,No Failure
3631,3,302,311.2,1845,27.3,45,0,No Failure
3632,1,302.1,311.4,1419,36.2,47,0,No Failure
3633,3,302.1,311.3,1634,30.6,50,0,No Failure
3634,1,302.2,311.3,1521,40.6,52,0,No Failure
3635,3,302.2,311.4,1499,37.7,55,0,No Failure
3636,1,302.1,311.2,1616,35.1,57,0,No Failure
3637,3,302.2,311.4,1449,46.5,60,0,No Failure
3638,1,302.2,311.4,1626,31.6,62,0,No Failure
3639,1,302.3,311.5,1445,44.8,65,0,No Failure
3640,3,302.4,311.6,1622,35,68,0,No Failure
3641,2,302.4,311.6,1544,39.1,70,0,No Failure
3642,3,302.3,311.6,1488,41.8,75,0,No Failure
3643,3,302.3,311.6,1309,57.6,77,0,No Failure
3644,3,302.3,311.6,1784,26.4,79,0,No Failure
3645,3,302.2,311.5,1548,32.4,81,0,No Failure
3646,3,302.2,311.5,1413,43.5,83,0,No Failure
3647,1,302.2,311.5,1863,25.7,85,0,No Failure
3648,3,302.2,311.5,1427,43.8,88,0,No Failure
3649,1,302.2,311.5,1443,47,90,0,No Failure
3650,3,302.2,311.5,1481,40.4,93,0,No Failure
3651,3,302.1,311.4,1446,39.7,95,0,No Failure
3652,3,302.1,311.5,1444,44.9,97,0,No Failure
3653,1,302.1,311.5,1341,50.8,99,0,No Failure
3654,3,302.1,311.4,1518,37.4,102,0,No Failure
3655,3,302.1,311.4,1603,35.9,104,0,No Failure
3656,3,302.1,311.4,1686,30.9,106,0,No Failure
3657,1,302.1,311.5,1383,53.6,108,0,No Failure
3658,3,302.1,311.5,1477,45.4,111,0,No Failure
3659,1,302.2,311.5,1449,44.5,113,0,No Failure
3660,1,302.2,311.5,1734,25,116,0,No Failure
3661,3,302.3,311.6,1398,49.1,119,0,No Failure
3662,1,302.3,311.7,1639,36.6,121,0,No Failure
3663,1,302.3,311.7,1517,37.6,124,0,No Failure
3664,1,302.3,311.7,1442,41.7,127,0,No Failure
3665,1,302.3,311.7,1685,30.8,130,0,No Failure
3666,1,302.4,311.8,1358,50.6,133,0,No Failure
3667,1,302.3,311.6,1608,39.9,136,0,No Failure
3668,3,302.3,311.6,1665,34.3,139,0,No Failure
3669,3,302.3,311.7,1510,38.7,141,0,No Failure
3670,3,302.4,311.8,1465,40.2,143,0,No Failure
3671,3,302.3,311.7,1701,27.5,145,0,No Failure
3672,1,302.3,311.7,1486,39.6,147,0,No Failure
3673,3,302.3,311.6,1658,32.3,150,0,No Failure
3674,2,302.3,311.7,1449,44.5,152,0,No Failure
3675,3,302.2,311.5,1346,52.4,157,0,No Failure
3676,1,302.1,311.5,1866,23.1,159,0,No Failure
3677,1,302.2,311.5,1562,38,162,0,No Failure
3678,1,302.3,311.7,1368,53.6,165,0,No Failure
3679,3,302.2,311.5,1567,33.1,168,0,No Failure
3680,3,302.2,311.5,1725,34,170,0,No Failure
3681,3,302.2,311.5,1744,31.2,172,0,No Failure
3682,1,302.1,311.3,1453,45.1,174,0,No Failure
3683,3,302.1,311.2,1550,34.8,177,0,No Failure
3684,1,302,311.2,1558,39.1,179,0,No Failure
3685,3,302,311.2,1270,65.3,182,1,Overstrain Failure
3686,1,301.9,311.1,1380,51.6,184,0,No Failure
3687,3,302,311.1,1406,50.5,187,0,No Failure
3688,1,302,311.2,1625,30.7,189,0,No Failure
3689,3,302,311.2,1420,45.8,192,0,No Failure
3690,3,302.1,311.4,1889,22.7,194,0,No Failure
3691,3,302.1,311.3,1477,43.6,196,0,No Failure
3692,3,302.1,311.2,1460,46.9,198,0,No Failure
3693,3,302.1,311.3,1758,24.4,200,0,No Failure
3694,3,302.1,311.3,1521,31.5,202,0,No Failure
3695,1,302.1,311.3,1511,45,204,0,No Failure
3696,3,302.2,311.3,1530,37.3,207,1,Tool Wear Failure
3697,3,302.1,311.2,1454,46.8,0,0,No Failure
3698,3,302.2,311.2,1928,23.1,2,0,No Failure
3699,2,302.2,311.3,1758,26.4,4,0,No Failure
3700,3,302.2,311.2,1649,33.2,9,0,No Failure
3701,3,302.1,311.2,1447,50.3,11,0,No Failure
3702,3,302.1,311.2,1417,48,13,0,No Failure
3703,3,302,311.2,1434,44.9,15,0,No Failure
3704,1,302,311.2,1418,49.5,17,0,No Failure
3705,1,302,311.2,1400,49.5,20,0,No Failure
3706,1,302,311.3,1725,27.7,23,0,No Failure
3707,3,302,311.3,1567,41.1,26,0,No Failure
3708,1,302.1,311.3,1497,38.4,28,0,No Failure
3709,3,302.1,311.4,1549,44.6,31,0,No Failure
3710,3,302.2,311.4,1754,26.9,33,0,No Failure
3711,3,302.2,311.5,1489,38.3,35,0,No Failure
3712,3,302.2,311.5,1543,38.5,37,0,No Failure
3713,3,302.3,311.5,1543,33.1,39,0,No Failure
3714,3,302.3,311.5,1565,35.6,41,0,No Failure
3715,1,302.3,311.4,1855,23.9,43,0,No Failure
3716,1,302.4,311.4,1475,45.2,46,0,No Failure
3717,3,302.3,311.4,1609,32.3,49,0,No Failure
3718,2,302.3,311.4,1443,44.1,51,0,No Failure
3719,3,302.4,311.4,1450,44.1,56,0,No Failure
3720,3,302.4,311.5,1590,39.9,58,0,No Failure
3721,1,302.4,311.4,1508,41.2,60,0,No Failure
3722,1,302.2,311.2,1544,43.6,63,0,No Failure
3723,3,302.2,311.2,1451,41.8,66,0,No Failure
3724,3,302.3,311.2,1758,24.4,68,0,No Failure
3725,1,302.3,311.2,1507,47.7,70,0,No Failure
3726,2,302.3,311.1,1543,37.5,73,0,No Failure
3727,1,302.3,311.2,1505,36.7,78,0,No Failure
3728,3,302.3,311.2,1786,24.3,81,0,No Failure
3729,3,302.3,311.3,1457,44.5,83,0,No Failure
3730,1,302.4,311.3,1312,61.5,85,0,No Failure
3731,1,302.3,311.2,1405,47.7,88,0,No Failure
3732,1,302.2,311.2,1377,43,91,0,No Failure
3733,1,302.2,311.2,1347,49.8,94,0,No Failure
3734,3,302.2,311.1,1470,39.6,97,0,No Failure
3735,1,302.2,311.2,1873,24,99,0,No Failure
3736,1,302.2,311.1,1434,58.6,102,0,No Failure
3737,2,302.2,311.1,1628,30.6,105,0,No Failure
3738,3,302.2,311.1,1351,48.6,110,0,No Failure
3739,1,302.3,311.2,1454,43.8,112,0,No Failure
3740,1,302.2,311.2,1663,29.6,115,0,No Failure
3741,3,302.3,311.2,1401,49.7,118,0,No Failure
3742,3,302.4,311.3,1503,38.2,120,0,No Failure
3743,3,302.4,311.4,1564,35,122,0,No Failure
3744,3,302.5,311.4,1759,24.6,124,0,No Failure
3745,3,302.5,311.4,1409,53.1,126,0,No Failure
3746,3,302.6,311.4,1738,25.8,128,0,No Failure
3747,2,302.5,311.3,1393,47.5,130,0,No Failure
3748,3,302.5,311.1,1499,38.8,135,0,No Failure
3749,3,302.5,311.1,1493,39,137,0,No Failure
3750,3,302.4,311.1,1652,33.9,139,0,No Failure
3751,3,302.3,311.1,1589,29.9,141,0,No Failure
3752,3,302.4,311.1,1520,42.2,143,0,No Failure
3753,2,302.3,311.1,1455,40.3,145,0,No Failure
3754,3,302.2,311,1463,46.8,150,0,No Failure
3755,3,302.3,311,1442,43.7,152,0,No Failure
3756,3,302.3,311,1329,51.5,154,0,No Failure
3757,3,302.3,311.1,1546,33.1,156,0,No Failure
3758,1,302.2,311.1,1516,33.7,158,0,No Failure
3759,1,302.2,311,1476,47.4,161,0,No Failure
3760,3,302.3,311,1412,47,164,0,No Failure
3761,3,302.3,310.9,1377,46.8,166,1,Heat Dissipation Failure
3762,1,302.4,311,1490,37.1,168,0,No Failure
3763,1,302.3,311,1526,37.7,171,0,No Failure
3764,3,302.3,311,1428,47.9,174,0,No Failure
3765,3,302.4,311,1329,54.6,176,0,No Failure
3766,1,302.4,311.1,1443,51.8,178,0,No Failure
3767,3,302.3,311.1,1373,53,181,0,No Failure
3768,3,302.3,311.1,1630,35.6,183,0,No Failure
3769,3,302.2,311,1555,34.2,185,0,No Failure
3770,1,302.2,311,1436,47,187,0,No Failure
3771,3,302.3,311,1609,31,190,0,No Failure
3772,1,302.3,311,1384,49.7,192,0,No Failure
3773,3,302.4,311.1,1448,44.8,195,0,No Failure
3774,1,302.4,311.1,1887,22.4,197,0,No Failure
3775,1,302.4,311.1,1480,45.7,200,0,No Failure
3776,2,302.5,311.1,1850,23.3,203,0,No Failure
3777,3,302.5,311.1,1538,36.8,208,0,No Failure
3778,1,302.4,311.1,1721,30.1,210,0,No Failure
3779,1,302.4,311.1,1366,54.4,0,0,No Failure
3780,3,302.3,311,1657,31.1,3,0,No Failure
3781,3,302.4,311.1,1446,42.9,5,0,No Failure
3782,3,302.3,310.8,1465,43.8,7,0,No Failure
3783,3,302.2,310.8,1827,23.8,9,0,No Failure
3784,2,302.2,310.8,1397,47.6,11,0,No Failure
3785,3,302.2,310.8,1744,29.7,16,0,No Failure
3786,3,302.3,310.9,1545,36.7,18,0,No Failure
3787,3,302.3,310.9,1587,36.6,20,0,No Failure
3788,3,302.3,310.8,1377,47.3,22,1,Heat Dissipation Failure
3789,3,302.3,310.8,1511,48.1,24,0,No Failure
3790,3,302.3,310.8,1650,32.4,26,0,No Failure
3791,3,302.3,310.9,1412,48.9,28,0,No Failure
3792,3,302.3,311,1528,43.1,30,0,No Failure
3793,3,302.3,310.9,1459,35,32,0,No Failure
3794,3,302.3,310.9,1379,49.3,34,1,Heat Dissipation Failure
3795,1,302.2,310.8,1356,48.3,36,0,No Failure
3796,1,302.1,310.8,1409,41.3,39,0,No Failure
3797,1,302.1,310.8,1504,37.5,42,0,No Failure
3798,3,302.1,310.8,1622,36.8,45,0,No Failure
3799,3,302.1,310.8,1786,25.7,47,0,No Failure
3800,3,302.2,310.9,1506,34,49,0,No Failure
3801,1,302.1,310.9,1916,23.1,51,0,No Failure
3802,1,302.2,310.9,1771,27.6,54,0,No Failure
3803,1,302.2,310.9,1488,44.2,57,0,No Failure
3804,3,302.2,310.9,1531,37.5,60,0,No Failure
3805,3,302.3,310.9,1529,33.4,62,0,No Failure
3806,1,302.4,311,1580,36.5,64,0,No Failure
3807,1,302.3,310.9,1360,44,67,1,Heat Dissipation Failure
3808,1,302.3,311,1546,35.5,70,0,No Failure
3809,1,302.3,310.9,1762,24.5,73,0,No Failure
3810,3,302.2,310.8,1350,56.6,76,0,No Failure
3811,1,302.2,310.8,1562,38.1,78,0,No Failure
3812,1,302.1,310.7,1608,30.3,81,0,No Failure
3813,3,302,310.6,1392,50,84,0,No Failure
3814,3,302,310.6,1467,44.9,86,0,No Failure
3815,1,302.1,310.6,1326,59.1,88,1,Heat Dissipation Failure
3816,3,302.2,310.7,1769,24.9,91,0,No Failure
3817,3,302.1,310.6,1459,47.6,93,0,No Failure
3818,1,302.1,310.6,1421,52,95,0,No Failure
3819,3,302.1,310.7,1491,42.8,98,0,No Failure
3820,3,302.2,310.7,1567,36.4,100,0,No Failure
3821,3,302.3,310.8,1421,41.4,102,0,No Failure
3822,3,302.3,310.9,1596,33.5,104,0,No Failure
3823,1,302.4,311,1464,44.2,106,0,No Failure
3824,1,302.3,310.9,1581,36.1,109,0,No Failure
3825,3,302.3,310.9,1620,30.3,112,0,No Failure
3826,2,302.2,310.7,1413,48.9,114,0,No Failure
3827,2,302.3,310.8,1438,43.8,119,0,No Failure
3828,1,302.4,310.9,1469,41.6,124,0,No Failure
3829,1,302.3,310.8,1762,27.8,127,0,No Failure
3830,2,302.3,310.9,1366,48.4,130,1,Heat Dissipation Failure
3831,3,302.3,310.9,1891,22.7,135,0,No Failure
3832,1,302.3,310.9,1742,29.7,137,0,No Failure
3833,1,302.2,310.9,1465,43.5,140,0,No Failure
3834,1,302.3,311,1541,36.6,143,0,No Failure
3835,1,302.3,311.1,1295,57.1,146,0,No Failure
3836,1,302.3,311.1,1435,43.1,149,0,No Failure
3837,3,302.4,311.2,1466,43.9,152,0,No Failure
3838,3,302.4,311.2,1450,47.9,154,0,No Failure
3839,3,302.4,311.1,1880,24.5,156,0,No Failure
3840,1,302.3,311,1578,33.5,158,0,No Failure
3841,3,302.4,311,1610,33.1,161,0,No Failure
3842,3,302.4,311.1,1565,42.8,163,0,No Failure
3843,3,302.5,311.2,1545,40.1,165,0,No Failure
3844,3,302.5,311.2,1227,60.1,167,0,No Failure
3845,3,302.4,311.1,1484,45.9,169,0,No Failure
3846,3,302.3,311,1591,32.7,171,0,No Failure
3847,3,302.3,310.9,1403,47.2,173,0,No Failure
3848,1,302.3,311,1450,45.7,175,0,No Failure
3849,3,302.3,310.9,1720,28.1,178,0,No Failure
3850,3,302.3,311,1561,37.2,180,0,No Failure
3851,1,302.3,311,1421,41.3,182,0,No Failure
3852,2,302.2,310.9,1415,48.4,185,0,No Failure
3853,3,302.3,310.9,2034,19.7,190,0,No Failure
3854,3,302.4,311,1486,40.4,192,0,No Failure
3855,3,302.4,311,1338,67.6,194,1,Power Failure
3856,2,302.4,311.1,1578,32.3,196,0,No Failure
3857,1,302.4,311.2,1330,58.6,201,0,No Failure
3858,2,302.4,311.2,1506,40.8,204,0,No Failure
3859,3,302.5,311.4,1559,37.6,209,0,No Failure
3860,3,302.6,311.5,1599,37,211,0,No Failure
3861,3,302.6,311.5,1427,38.9,213,0,No Failure
3862,1,302.5,311.5,1481,41.1,215,0,No Failure
3863,2,302.5,311.5,1496,43.8,218,0,No Failure
3864,3,302.5,311.4,1674,27,223,0,No Failure
3865,1,302.5,311.4,1629,31.7,225,0,No Failure
3866,2,302.6,311.5,1629,34.4,228,1,Tool Wear Failure
3867,3,302.6,311.6,1311,53.2,0,0,No Failure
3868,1,302.7,311.6,2709,9.7,2,1,Power Failure
3869,1,302.7,311.7,1759,29.9,5,0,No Failure
3870,3,302.7,311.7,1480,45.2,8,0,No Failure
3871,3,302.7,311.8,1461,46.1,10,0,No Failure
3872,1,302.7,311.8,1728,30,12,0,No Failure
3873,3,302.7,311.9,1389,46.5,15,0,No Failure
3874,3,302.6,311.8,1638,35.1,17,0,No Failure
3875,3,302.6,311.7,1254,54.1,19,0,No Failure
3876,3,302.6,311.8,1427,50.1,21,0,No Failure
3877,3,302.6,311.8,1627,31.8,23,0,No Failure
3878,2,302.6,311.7,1471,48.3,25,0,No Failure
3879,3,302.6,311.7,1773,27.1,30,0,No Failure
3880,1,302.6,311.7,1430,51.7,32,0,No Failure
3881,3,302.5,311.6,1595,29.5,35,0,No Failure
3882,3,302.5,311.5,1521,44.1,37,0,No Failure
