UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3157,2,300.4,309.7,1467,36.9,131,0,0,0,0,0,0
3158,1,300.4,309.7,1488,42.2,133,0,0,0,0,0,0
3159,2,300.4,309.7,1679,30.1,136,0,0,0,0,0,0
3160,3,300.4,309.8,1409,47.5,138,0,0,0,0,0,0
3161,1,300.4,309.7,1367,51.2,143,0,0,0,0,0,0
3162,2,300.4,309.8,1314,63.1,146,0,0,0,0,0,0
3163,2,300.5,309.9,1480,40,148,0,0,0,0,0,0
3164,2,300.4,309.8,1549,38.9,150,0,0,0,0,0,0
3165,2,300.4,309.7,1685,31.3,152,0,0,0,0,0,0
3166,2,300.4,309.6,1536,34.5,154,0,0,0,0,0,0
3167,1,300.4,309.7,1539,37.7,156,0,0,0,0,0,0
3168,2,300.4,309.7,1384,45.1,159,0,0,0,0,0,0
3169,1,300.4,309.6,1614,30.3,161,0,0,0,0,0,0
3170,1,300.4,309.6,1675,35.5,164,0,0,0,0,0,0
3171,1,300.4,309.7,1685,32.3,167,0,0,0,0,0,0
3172,2,300.4,309.6,1386,56.9,170,0,0,0,0,0,0
3173,1,300.3,309.6,1488,41.3,172,0,0,0,0,0,0
3174,2,300.3,309.6,1624,32.6,175,0,0,0,0,0,0
3175,2,300.3,309.6,1600,34.6,177,0,0,0,0,0,0
3176,2,300.3,309.6,1468,44.7,179,0,0,0,0,0,0
3177,2,300.3,309.6,1435,45.4,181,0,0,0,0,0,0
3178,1,300.2,309.5,1564,33.4,183,0,0,0,0,0,0
3179,1,300.2,309.4,1329,53.6,186,0,0,0,0,0,0
3180,2,300.1,309.3,1570,36.8,189,0,0,0,0,0,0
3181,1,300.2,309.4,1433,48.8,191,0,0,0,0,0,0
3182,2,300.2,309.4,1527,37,194,0,0,0,0,0,0
3183,1,300.1,309.3,1443,50.3,196,0,0,0,0,0,0
3184,2,300.1,309.3,1616,32,199,0,0,0,0,0,0
3185,2,300.1,309.3,1654,31,201,0,0,0,0,0,0
3186,2,300.1,309.3,1685,27.1,203,0,0,0,0,0,0
3187,1,300.2,309.4,1456,48.8,205,0,0,0,0,0,0
3188,1,300.2,309.4,1752,27.8,208,0,0,0,0,0,0
3189,1,300.1,309.2,1438,51,211,0,0,0,0,0,0
3190,2,300.1,309.1,1551,33.7,214,0,0,0,0,0,0
3191,2,300.1,309.2,1599,30.1,216,0,0,0,0,0,0
3192,1,300.1,309.2,1732,33.7,218,0,0,0,0,0,0
3193,1,300.1,309.2,1418,39.8,221,0,0,0,0,0,0
3194,2,300,309.1,1401,44.5,0,0,0,0,0,0,0
3195,2,300,309,1454,51.7,2,0,0,0,0,0,0
3196,1,300,309.2,1635,32.4,4,0,0,0,0,0,0
3197,2,300,309.1,1489,40.3,7,0,0,0,0,0,0
3198,2,300,309.1,1465,40.6,9,0,0,0,0,0,0
3199,1,300,309.1,1463,45.7,11,0,0,0,0,0,0
3200,3,300.1,309.1,1560,35.4,14,0,0,0,0,0,0
3201,1,300.1,309.2,1454,44.4,19,0,0,0,0,0,0
3202,2,300.2,309.1,1479,47,22,0,0,0,0,0,0
3203,2,300.2,309.2,1430,43.4,24,0,0,0,0,0,0
3204,1,300.1,309.1,1533,38,26,0,0,0,0,0,0
3205,2,300.1,309,1404,54.8,29,0,0,0,0,0,0
3206,1,300.1,308.9,1548,38.4,31,0,0,0,0,0,0
3207,1,300.1,309,1612,33,34,0,0,0,0,0,0
3208,1,300.2,309,1642,31.2,37,0,0,0,0,0,0
3209,1,300.2,309.1,1406,42.2,40,0,0,0,0,0,0
3210,2,300.3,309.2,1587,31.4,43,0,0,0,0,0,0
3211,1,300.3,309.2,1364,47.6,45,0,0,0,0,0,0
3212,2,300.3,309.2,1462,51.4,48,0,0,0,0,0,0
3213,2,300.3,309.2,1649,32.4,50,0,0,0,0,0,0
3214,2,300.4,309.2,1752,29,52,0,0,0,0,0,0
3215,3,300.4,309.3,1396,51.2,54,0,0,0,0,0,0
3216,1,300.5,309.4,2179,16.3,59,0,0,0,0,0,0
3217,2,300.5,309.5,1653,27.6,62,0,0,0,0,0,0
3218,2,300.6,309.5,2025,21.4,64,0,0,0,0,0,0
3219,2,300.6,309.6,1426,53.6,66,0,0,0,0,0,0
3220,1,300.6,309.6,1503,38.4,68,0,0,0,0,0,0
3221,1,300.7,309.6,1525,36.5,71,0,0,0,0,0,0
3222,2,300.6,309.6,1423,49.1,74,0,0,0,0,0,0
3223,1,300.7,309.7,1435,44.7,76,0,0,0,0,0,0
3224,3,300.6,309.5,1495,36.5,79,0,0,0,0,0,0
3225,1,300.6,309.5,1557,33.8,84,0,0,0,0,0,0
3226,2,300.6,309.4,1474,40.7,87,0,0,0,0,0,0
3227,2,300.5,309.3,1465,46,89,0,0,0,0,0,0
3228,1,300.5,309.3,1589,34.9,91,0,0,0,0,0,0
3229,2,300.5,309.3,1475,46.8,94,0,0,0,0,0,0
3230,2,300.6,309.4,1442,43.2,96,0,0,0,0,0,0
3231,2,300.6,309.4,1556,36,98,0,0,0,0,0,0
3232,2,300.7,309.3,1425,45.3,100,0,0,0,0,0,0
3233,2,300.7,309.3,1580,38.3,102,0,0,0,0,0,0
3234,3,300.8,309.4,1474,40.7,104,0,0,0,0,0,0
3235,2,300.8,309.4,1489,38.4,109,0,0,0,0,0,0
3236,2,300.8,309.4,1946,20.5,111,0,0,0,0,0,0
3237,1,300.8,309.4,1342,62.4,113,1,0,1,0,0,0
3238,1,300.9,309.5,1758,26.8,116,0,0,0,0,0,0
3239,1,300.9,309.4,1724,25.6,119,0,0,0,0,0,0
3240,2,301,309.5,1430,48.5,122,0,0,0,0,0,0
3241,2,300.9,309.5,1612,35.2,124,0,0,0,0,0,0
3242,3,300.9,309.5,1469,43.4,126,0,0,0,0,0,0
3243,2,300.9,309.6,1384,42.4,131,0,0,0,0,0,0
3244,2,301,309.6,1724,28.1,133,0,0,0,0,0,0
3245,1,301,309.6,1397,48,135,0,0,0,0,0,0
3246,1,301,309.6,1588,32.7,138,0,0,0,0,0,0
3247,2,301,309.7,1468,42,141,0,0,0,0,0,0
3248,1,301,309.8,1594,31.1,143,0,0,0,0,0,0
3249,1,301,309.7,1511,39.3,146,0,0,0,0,0,0
3250,2,301.1,309.8,1493,38.9,149,0,0,0,0,0,0
3251,3,301.2,309.8,1709,27,151,0,0,0,0,0,0
3252,2,301.1,309.6,1501,36.1,156,0,0,0,0,0,0
3253,2,301.1,309.7,1668,30.8,158,0,0,0,0,0,0
3254,2,301.1,309.6,1502,48.9,160,0,0,0,0,0,0
3255,1,301,309.7,1288,58.4,162,0,0,0,0,0,0
3256,2,301,309.7,1491,42.9,165,0,0,0,0,0,0
3257,2,301.1,309.8,1519,39.6,167,0,0,0,0,0,0
3258,2,301.2,309.9,1984,19.7,169,0,0,0,0,0,0
3259,2,301.2,309.9,1643,32.9,171,0,0,0,0,0,0
3260,1,301.2,310,1625,31.6,173,0,0,0,0,0,0
3261,1,301.3,310,2068,17.8,176,0,0,0,0,0,0
3262,3,301.3,310.1,1469,39.7,179,0,0,0,0,0,0
3263,2,301.3,310.1,1558,36.3,184,0,0,0,0,0,0
3264,2,301.3,310,1344,54.8,186,0,0,0,0,0,0
3265,3,301.3,310.1,1455,44.1,188,0,0,0,0,0,0
3266,2,301.3,310.1,1355,53.6,193,0,0,0,0,0,0
3267,2,301.3,310.1,1269,56.8,195,1,0,0,0,1,0
3268,2,301.3,310,1550,41.5,197,0,0,0,0,0,0
3269,1,301.3,310.1,1525,37.8,199,0,0,0,0,0,0
3270,1,301.3,310,1696,32.4,202,0,0,0,0,0,0
3271,2,301.4,310.1,1937,21.8,205,0,0,0,0,0,0
3272,1,301.4,310,1689,32.1,207,0,0,0,0,0,0
3273,1,301.3,310,1593,30.8,210,0,0,0,0,0,0
3274,1,301.3,309.9,1565,36,213,0,0,0,0,0,0
3275,2,301.3,310,1665,31.4,0,0,0,0,0,0,0
3276,3,301.3,310,1532,36.3,2,0,0,0,0,0,0
3277,2,301.3,310,1438,40.9,7,0,0,0,0,0,0
3278,2,301.3,310.1,1531,41.6,9,0,0,0,0,0,0
3279,2,301.3,310,1506,40.8,11,0,0,0,0,0,0
3280,2,301.2,309.9,1382,52.4,13,0,0,0,0,0,0
3281,1,301.2,309.9,1456,50.8,15,0,0,0,0,0,0
3282,1,301.2,310,1445,45.6,18,0,0,0,0,0,0
3283,2,301.2,309.9,1515,40.9,21,0,0,0,0,0,0
3284,2,301.2,309.9,1449,45.5,23,0,0,0,0,0,0
3285,3,301.2,309.9,1362,50.7,25,0,0,0,0,0,0
3286,2,301.2,309.9,1687,29.7,30,0,0,0,0,0,0
3287,2,301.2,310,1618,37.6,32,0,0,0,0,0,0
3288,1,301.2,310.1,1558,32.6,34,0,0,0,0,0,0
3289,2,301.3,310.1,1662,31,37,0,0,0,0,0,0
3290,1,301.2,310.1,1295,56.6,39,0,0,0,0,0,0
3291,2,301.2,310.2,1385,42.3,42,0,0,0,0,0,0
3292,1,301.2,310.1,1479,45.5,44,0,0,0,0,0,0
3293,2,301.3,310.3,1400,44.3,47,0,0,0,0,0,0
3294,1,301.2,310.3,1357,54.5,49,0,0,0,0,0,0
3295,2,301.1,310.2,1657,34.1,52,0,0,0,0,0,0
3296,2,301.1,310.2,1496,43.4,54,0,0,0,0,0,0
3297,1,301.2,310.3,1379,43.2,56,0,0,0,0,0,0
3298,2,301.2,310.3,1548,38.6,59,0,0,0,0,0,0
3299,2,301.2,310.3,1499,38.1,61,0,0,0,0,0,0
3300,2,301.3,310.5,1390,45.8,63,0,0,0,0,0,0
3301,3,301.3,310.4,1538,38.4,65,0,0,0,0,0,0
3302,2,301.3,310.5,1365,47.7,70,0,0,0,0,0,0
3303,2,301.3,310.5,1503,48.6,72,0,0,0,0,0,0
3304,2,301.2,310.4,1390,49.9,74,0,0,0,0,0,0
3305,2,301.2,310.3,1497,45.7,76,0,0,0,0,0,0
3306,1,301.3,310.4,1577,48.3,78,0,0,0,0,0,0
3307,2,301.4,310.5,1432,54.3,81,0,0,0,0,0,0
3308,1,301.4,310.5,1563,39.9,83,0,0,0,0,0,0
3309,2,301.4,310.4,1433,43.4,86,0,0,0,0,0,0
3310,2,301.3,310.4,1384,50.1,88,0,0,0,0,0,0
3311,2,301.3,310.4,1346,46.7,90,0,0,0,0,0,0
3312,2,301.3,310.4,1459,44.7,92,0,0,0,0,0,0
3313,2,301.4,310.4,1639,28.9,94,0,0,0,0,0,0
3314,2,301.4,310.4,1737,31.9,96,0,0,0,0,0,0
3315,2,301.4,310.5,1489,43.5,98,0,0,0,0,0,0
3316,1,301.5,310.6,1492,43,100,0,0,0,0,0,0
3317,1,301.4,310.5,1217,60.6,103,0,0,0,0,0,0
3318,2,301.5,310.5,1636,28.7,106,0,0,0,0,0,0
3319,2,301.4,310.4,1436,49.7,108,0,0,0,0,0,0
3320,2,301.4,310.4,1689,30.6,110,0,0,0,0,0,0
3321,2,301.5,310.5,2289,16.4,112,0,0,0,0,0,0
3322,2,301.5,310.6,1522,41,114,0,0,0,0,0,0
3323,2,301.5,310.5,1351,52.9,116,0,0,0,0,0,0
3324,2,301.5,310.5,1589,36.7,118,0,0,0,0,0,0
3325,2,301.5,310.6,1578,34.1,120,0,0,0,0,0,0
3326,2,301.5,310.6,1587,33.7,122,0,0,0,0,0,0
3327,2,301.5,310.6,1962,20.2,124,0,0,0,0,0,0
3328,1,301.5,310.6,2432,14.2,126,0,0,0,0,0,0
3329,2,301.6,310.6,1418,43.9,129,0,0,0,0,0,0
3330,2,301.6,310.7,1683,29.7,131,0,0,0,0,0,0
3331,2,301.7,310.8,1385,50.7,133,0,0,0,0,0,0
3332,2,301.7,310.8,1559,44.5,135,0,0,0,0,0,0
3333,1,301.7,310.8,1671,31.6,137,0,0,0,0,0,0
3334,1,301.6,310.8,1343,49.5,140,0,0,0,0,0,0
3335,1,301.6,310.8,1548,34.2,143,0,0,0,0,0,0
3336,2,301.7,310.9,1705,31.2,146,0,0,0,0,0,0
3337,2,301.6,310.8,1535,35.4,148,0,0,0,0,0,0
3338,2,301.6,310.8,1564,34.1,150,0,0,0,0,0,0
3339,1,301.6,310.9,1510,40.9,152,0,0,0,0,0,0
3340,2,301.6,310.9,1492,45.2,155,0,0,0,0,0,0
3341,1,301.5,310.8,1452,44.1,157,0,0,0,0,0,0
3342,3,301.4,310.7,1329,52,160,0,0,0,0,0,0
3343,2,301.5,310.8,1382,52.4,165,0,0,0,0,0,0
3344,1,301.5,310.8,1628,36.4,167,0,0,0,0,0,0
3345,2,301.4,310.7,1706,27.9,170,0,0,0,0,0,0
3346,2,301.3,310.7,1594,34.1,172,0,0,0,0,0,0
3347,2,301.3,310.7,1761,24.3,174,0,0,0,0,0,0
3348,2,301.3,310.6,1529,41.8,176,0,0,0,0,0,0
3349,1,301.3,310.7,1532,40.7,178,0,0,0,0,0,0
3350,2,301.4,310.7,1673,27.8,181,0,0,0,0,0,0
3351,2,301.4,310.8,1285,62.6,183,1,0,0,0,1,0
3352,2,301.4,310.8,1680,31.4,185,0,0,0,0,0,0
3353,2,301.4,310.8,1610,34.6,187,0,0,0,0,0,0
3354,2,301.6,310.9,1632,31.6,189,0,0,0,0,0,0
3355,2,301.6,310.9,1559,40.2,191,0,0,0,0,0,0
3356,2,301.5,310.8,1367,49,193,0,0,0,0,0,0
3357,2,301.6,310.8,1355,57.8,195,1,0,0,0,1,0
3358,3,301.6,310.7,1414,51.7,197,0,0,0,0,0,0
3359,2,301.5,310.6,1522,36.6,202,0,0,0,0,0,0
3360,2,301.5,310.6,1525,41.9,204,0,0,0,0,0,0
3361,2,301.5,310.6,1394,46.5,206,0,0,0,0,0,0
3362,2,301.5,310.6,1519,40.7,208,0,0,0,0,0,0
3363,2,301.4,310.6,1445,43.9,210,0,0,0,0,0,0
3364,2,301.4,310.6,1555,43.3,212,0,0,0,0,0,0
3365,2,301.4,310.5,1633,39.5,0,0,0,0,0,0,0
3366,1,301.4,310.6,1630,30.3,2,0,0,0,0,0,0
3367,1,301.4,310.7,1692,32.3,5,0,0,0,0,0,0
3368,3,301.5,310.7,1790,26.2,8,0,0,0,0,0,0
3369,2,301.5,310.8,1350,58.5,13,0,0,0,0,0,0
3370,2,301.5,310.9,2760,8,15,1,0,0,1,0,0
3371,2,301.4,310.7,1584,32.2,17,0,0,0,0,0,0
3372,2,301.4,310.7,1989,21.8,19,0,0,0,0,0,0
3373,2,301.4,310.8,1431,44.3,21,0,0,0,0,0,0
3374,2,301.4,310.7,1568,35.2,23,0,0,0,0,0,0
3375,2,301.4,310.7,1376,50.6,25,0,0,0,0,0,0
3376,1,301.4,310.6,1459,46.9,27,0,0,0,0,0,0
3377,1,301.5,310.8,1385,47.5,30,0,0,0,0,0,0
3378,3,301.5,310.8,1591,29.6,33,0,0,0,0,0,0
3379,2,301.5,310.7,1568,33.1,38,0,0,0,0,0,0
3380,1,301.4,310.7,1459,37.7,40,0,0,0,0,0,0
3381,2,301.4,310.7,1590,36.3,43,0,0,0,0,0,0
3382,2,301.3,310.6,1376,47.6,45,0,0,0,0,0,0
3383,2,301.3,310.6,1510,38.5,47,0,0,0,0,0,0
3384,3,301.4,310.6,1674,33.6,49,0,0,0,0,0,0
3385,2,301.3,310.6,1426,40.7,54,0,0,0,0,0,0
3386,2,301.5,310.7,1466,43.6,56,0,0,0,0,0,0
3387,3,301.5,310.8,1474,38.7,58,0,0,0,0,0,0
3388,1,301.6,310.8,1290,65.3,63,0,0,0,0,0,0
3389,1,301.7,310.9,1435,48,66,0,0,0,0,0,0
3390,1,301.5,310.7,1416,53.2,69,0,0,0,0,0,0
3391,3,301.5,310.7,1599,40.4,72,0,0,0,0,0,0
3392,2,301.5,310.7,1466,47.3,77,0,0,0,0,0,0
3393,2,301.5,310.7,1408,47.3,79,0,0,0,0,0,0
3394,2,301.5,310.6,1490,48.1,81,0,0,0,0,0,0
3395,2,301.5,310.6,1405,42.3,83,0,0,0,0,0,0
3396,2,301.4,310.5,1647,33.3,85,0,0,0,0,0,0
3397,1,301.4,310.6,1459,35,87,0,0,0,0,0,0
3398,2,301.4,310.6,1648,30.7,90,0,0,0,0,0,0
3399,2,301.4,310.7,1675,30.7,92,0,0,0,0,0,0
3400,2,301.4,310.7,1605,34.2,94,0,0,0,0,0,0
3401,3,301.4,310.7,1536,44.4,96,0,0,0,0,0,0
3402,1,301.4,310.7,1617,34.3,101,0,0,0,0,0,0
3403,2,301.4,310.6,1347,53.3,104,0,0,0,0,0,0
3404,2,301.3,310.5,1337,52.7,106,0,0,0,0,0,0
3405,2,301.3,310.4,1695,30.9,108,0,0,0,0,0,0
3406,1,301.3,310.4,1635,32.5,110,0,0,0,0,0,0
3407,2,301.2,310.4,1470,44,113,0,0,0,0,0,0
3408,2,301.2,310.4,1381,49.8,115,0,0,0,0,0,0
3409,1,301.2,310.4,1382,41.6,117,0,0,0,0,0,0
3410,1,301.2,310.4,1697,30,120,0,0,0,0,0,0
3411,2,301.2,310.3,1451,39.7,123,0,0,0,0,0,0
3412,2,301.3,310.3,1419,55.7,125,0,0,0,0,0,0
3413,2,301.3,310.3,1313,55.6,127,0,0,0,0,0,0
3414,2,301.3,310.3,1560,36.3,129,0,0,0,0,0,0
3415,2,301.3,310.3,1555,41.2,131,0,0,0,0,0,0
3416,2,301.4,310.4,1579,36.9,133,0,0,0,0,0,0
3417,2,301.5,310.5,1435,44.6,135,0,0,0,0,0,0
3418,2,301.6,310.6,1621,33.7,137,0,0,0,0,0,0
3419,3,301.6,310.6,1555,40.4,139,0,0,0,0,0,0
3420,2,301.5,310.5,1611,33.8,144,0,0,0,0,0,0
3421,2,301.6,310.6,1834,23.5,146,0,0,0,0,0,0
3422,1,301.5,310.5,1612,29.8,148,0,0,0,0,0,0
3423,2,301.5,310.4,1629,34.1,151,0,0,0,0,0,0
3424,2,301.4,310.4,1496,35.2,153,0,0,0,0,0,0
3425,2,301.5,310.5,1593,32.9,155,0,0,0,0,0,0
3426,1,301.5,310.5,1623,33.5,157,0,0,0,0,0,0
3427,2,301.5,310.5,1380,48.7,160,0,0,0,0,0,0
3428,2,301.6,310.6,1562,34.4,162,0,0,0,0,0,0
3429,2,301.6,310.6,1391,49.4,164,0,0,0,0,0,0
3430,3,301.5,310.5,1551,34.3,166,0,0,0,0,0,0
3431,3,301.6,310.6,1821,26.2,171,0,0,0,0,0,0
3432,2,301.6,310.7,1429,43.6,176,0,0,0,0,0,0
3433,1,301.6,310.7,2012,20.7,178,0,0,0,0,0,0
3434,1,301.6,310.6,1924,23.6,181,0,0,0,0,0,0
3435,1,301.5,310.5,1412,44.1,184,0,0,0,0,0,0
3436,2,301.5,310.5,1389,54.9,187,0,0,0,0,0,0
3437,2,301.5,310.5,1466,48.1,189,0,0,0,0,0,0
3438,2,301.5,310.5,2297,15.8,191,0,0,0,0,0,0
3439,2,301.4,310.4,1471,37.5,193,0,0,0,0,0,0
3440,2,301.4,310.3,1492,41.4,195,0,0,0,0,0,0
3441,2,301.3,310.3,1460,41.5,197,0,0,0,0,0,0
3442,2,301.4,310.4,1559,39.4,199,0,0,0,0,0,0
3443,1,301.4,310.5,1495,52.5,201,0,0,0,0,0,0
3444,2,301.5,310.5,1535,39,204,0,0,0,0,0,0
3445,2,301.5,310.6,1381,50.7,206,0,0,0,0,0,0
3446,1,301.6,310.6,1599,36.1,208,0,0,0,0,0,0
3447,3,301.6,310.6,1400,49.5,211,0,0,0,0,0,0
3448,2,301.7,310.6,1624,34.5,216,0,0,0,0,0,0
3449,2,301.6,310.6,1478,36.6,218,0,0,0,0,0,0
3450,2,301.7,310.7,1605,33.3,220,0,0,0,0,0,0
3451,2,301.6,310.6,1506,43.4,222,0,0,0,0,0,0
3452,2,301.6,310.6,1455,43.9,0,0,0,0,0,0,0
3453,3,301.6,310.5,1602,32.3,2,0,0,0,0,0,1
3454,2,301.5,310.4,1425,54.4,7,0,0,0,0,0,0
3455,2,301.5,310.4,1918,21.8,9,0,0,0,0,0,0
3456,3,301.4,310.3,1611,41.5,11,0,0,0,0,0,0
3457,3,301.4,310.4,1610,38.6,16,0,0,0,0,0,0
3458,1,301.5,310.4,2639,12,21,1,0,0,1,0,0
3459,2,301.5,310.4,1329,46.6,24,0,0,0,0,0,0
3460,2,301.5,310.4,1270,54.2,26,0,0,0,0,0,0
3461,2,301.5,310.3,1415,41.6,28,0,0,0,0,0,0
3462,3,301.6,310.4,1330,49.5,30,0,0,0,0,0,0
3463,3,301.6,310.5,1786,27.1,35,0,0,0,0,0,0
3464,2,301.6,310.5,1809,25.5,40,0,0,0,0,0,0
3465,2,301.7,310.6,1303,59.7,42,0,0,0,0,0,0
3466,1,301.8,310.7,1383,45.7,44,0,0,0,0,0,0
3467,2,301.7,310.6,1447,56.9,47,0,0,0,0,0,0
3468,2,301.8,310.7,1461,44.2,49,0,0,0,0,0,0
3469,2,301.8,310.7,2092,18.6,51,0,0,0,0,0,0
3470,1,301.8,310.7,1429,47.9,53,0,0,0,0,0,0
3471,2,301.8,310.8,1736,26.5,56,0,0,0,0,0,0
3472,2,301.8,310.7,1441,49.3,58,0,0,0,0,0,0
3473,2,301.8,310.7,1523,43.3,60,0,0,0,0,0,0
3474,1,301.8,310.8,1691,33.4,62,0,0,0,0,0,0
3475,1,301.9,310.8,1557,35.3,65,0,0,0,0,0,0
3476,2,301.8,310.7,1644,33.4,68,0,0,0,0,0,0
3477,2,301.8,310.6,1522,43.8,70,0,0,0,0,0,0
3478,2,301.8,310.7,1547,41.7,72,0,0,0,0,0,0
3479,2,301.8,310.7,1597,30.8,74,0,0,0,0,0,0
3480,1,301.8,310.8,1619,31,76,0,0,0,0,0,0
3481,2,301.9,310.8,1400,58.2,79,0,0,0,0,0,0
3482,2,302,310.9,1663,31.5,81,0,0,0,0,0,0
3483,2,301.9,310.8,1540,37.6,83,0,0,0,0,0,0
3484,3,301.9,310.8,1455,42.7,85,0,0,0,0,0,0
3485,2,301.9,310.8,1519,39,90,0,0,0,0,0,0
3486,2,301.9,310.8,1427,47.7,92,0,0,0,0,0,0
3487,2,301.9,310.8,1650,29.8,94,0,0,0,0,0,0
3488,1,301.8,310.8,1508,38.8,96,0,0,0,0,0,0
3489,2,301.9,310.9,1379,54.8,99,0,0,0,0,0,0
3490,2,301.9,310.9,1542,36.7,101,0,0,0,0,0,0
3491,1,301.9,310.9,1763,28.4,103,0,0,0,0,0,0
3492,3,301.9,310.9,1590,34.3,106,0,0,0,0,0,0
3493,3,301.9,311,1336,63.6,111,0,0,0,0,0,0
3494,1,301.9,311,1638,35.4,116,0,0,0,0,0,0
3495,2,301.9,311,1356,45.7,119,0,0,0,0,0,0
3496,1,301.9,311,1384,47.4,121,0,0,0,0,0,0
3497,2,301.9,310.9,1309,48,124,0,0,0,0,0,0
3498,2,301.9,311,1642,33.1,126,0,0,0,0,0,0
3499,2,301.9,311,1289,54.9,128,0,0,0,0,0,0
3500,2,301.9,311,1353,43.8,130,0,0,0,0,0,0
3501,3,301.9,311,1871,26,132,0,0,0,0,0,0
3502,3,301.9,311,1291,63.6,137,0,0,0,0,0,0
3503,1,301.8,310.9,1346,44.6,142,0,0,0,0,0,0
3504,2,301.7,310.8,1493,47.6,145,0,0,0,0,0,0
3505,1,301.7,310.8,1524,41.3,147,0,0,0,0,0,0
3506,2,301.6,310.8,1726,26.7,150,0,0,0,0,0,0
3507,3,301.6,310.8,1435,47.2,152,0,0,0,0,0,0
3508,1,301.7,310.8,1502,34.4,157,0,0,0,0,0,0
3509,2,301.7,310.9,1608,33,160,0,0,0,0,0,0
3510,2,301.8,311,1771,27.2,162,0,0,0,0,0,0
3511,2,301.7,311,1474,42.6,164,0,0,0,0,0,0
3512,2,301.8,311,1322,53,166,0,0,0,0,0,0
3513,1,301.8,311,1393,49.5,168,0,0,0,0,0,0
3514,1,301.9,311.1,1417,52.5,171,0,0,0,0,0,0
3515,3,301.9,311,1430,49.8,174,0,0,0,0,0,0
3516,1,301.9,311.1,1605,40,179,0,0,0,0,0,0
3517,2,302,311.1,1402,47.8,182,0,0,0,0,0,0
3518,2,302,311,1550,35.2,184,0,0,0,0,0,0
3519,2,301.9,311,1376,44.9,186,0,0,0,0,0,0
3520,1,301.9,310.9,1569,32.5,188,0,0,0,0,0,0
3521,2,301.9,311,1669,32.2,191,0,0,0,0,0,0
3522,2,301.9,311,1541,38.9,193,0,0,0,0,0,0
3523,2,301.8,311,1651,32.5,195,0,0,0,0,0,0
3524,2,301.8,310.9,1521,39.3,197,0,0,0,0,0,0
3525,1,301.8,310.8,1365,48.2,199,0,0,0,0,0,0
3526,2,301.8,310.9,1609,31.7,202,0,0,0,0,0,0
3527,3,301.8,310.8,1470,37.6,204,0,0,0,0,0,0
3528,1,301.9,310.9,1573,38.9,209,0,0,0,0,0,0
3529,2,302,310.9,1378,53.1,212,1,0,0,0,1,0
3530,2,301.9,310.9,1567,39,214,1,1,0,0,0,0
3531,1,301.9,310.9,1441,43.7,0,0,0,0,0,0,0
3532,1,301.9,310.9,1641,33.2,3,0,0,0,0,0,0
3533,2,301.9,310.9,1486,40.3,6,0,0,0,0,0,0
3534,2,302,311,1563,36.2,8,0,0,0,0,0,0
3535,1,302,311.1,1769,26,10,0,0,0,0,0,0
3536,3,301.9,311,1672,29.9,13,0,0,0,0,0,0
3537,2,302,311,1632,34.2,18,0,0,0,0,0,0
3538,1,302,311,1980,21.5,20,0,0,0,0,0,0
3539,2,302,311.1,1635,36,23,0,0,0,0,0,0
3540,2,302,311,1686,32.5,25,0,0,0,0,0,0
3541,2,301.9,310.9,1574,31.4,27,0,0,0,0,0,0
3542,2,301.8,310.8,1546,43.4,29,0,0,0,0,0,0
3543,2,301.8,310.9,1899,24.7,31,0,0,0,0,0,0
3544,2,301.8,310.9,1449,36.5,33,0,0,0,0,0,0
3545,1,301.9,310.9,1483,37,35,0,0,0,0,0,0
3546,2,301.8,310.8,1576,38.6,38,0,0,0,0,0,0
3547,1,301.9,310.9,1317,51.9,40,0,0,0,0,0,0
3548,1,301.9,311,1467,48.1,43,0,0,0,0,0,0
3549,2,301.9,310.9,1616,34.5,46,0,0,0,0,0,0
3550,1,301.8,310.9,1299,60.4,48,0,0,0,0,0,0
3551,1,301.9,311,1432,41.5,51,0,0,0,0,0,0
3552,2,301.9,310.9,1799,24.2,54,0,0,0,0,0,0
3553,1,301.8,310.9,1358,52.3,56,0,0,0,0,0,0
3554,1,301.8,310.8,1618,37.8,59,0,0,0,0,0,0
3555,2,301.9,310.8,1525,43.2,62,0,0,0,0,0,0
3556,2,301.8,310.7,1551,37.7,64,0,0,0,0,0,0
3557,2,301.9,310.8,1735,31.5,66,0,0,0,0,0,0
3558,1,301.8,310.7,1309,43.3,68,0,0,0,0,0,0
3559,2,301.7,310.6,1743,26.2,71,0,0,0,0,0,0
3560,1,301.7,310.7,1659,29.9,73,0,0,0,0,0,0
3561,2,301.8,310.7,1680,32.4,76,0,0,0,0,0,0
3562,2,301.7,310.6,1486,38.5,78,0,0,0,0,0,0
3563,2,301.7,310.6,1471,43.8,80,0,0,0,0,0,0
3564,1,301.8,310.7,1465,35.8,82,0,0,0,0,0,0
3565,1,301.7,310.6,1492,42.2,85,0,0,0,0,0,0
3566,1,301.8,310.7,1420,52,88,0,0,0,0,0,0
3567,2,301.8,310.6,1295,62.3,91,0,0,0,0,0,0
3568,2,301.8,310.5,1548,34.1,93,0,0,0,0,0,0
3569,2,301.8,310.6,1372,54.7,95,0,0,0,0,0,0
3570,1,301.8,310.6,1552,35.9,97,0,0,0,0,0,0
3571,3,301.8,310.6,1441,46.3,100,0,0,0,0,0,0
